category,n,gap_pct,open_to_close_pct,drift_d20_pct,total_d20_pct
Beat,3175,0.5184404022503439,0.13283303443279387,0.513430969300197,1.1726724158165673
In-Line,11385,0.002058081995270283,0.05660412617744324,0.06953753387224564,0.1334908228089377
Miss,3164,-0.5651385838673073,-0.1160340872614284,-0.2644997192404936,-0.9451240353568476
Beat - Miss,6339,1.0835789861176512,0.24886712169422226,0.7779306885406907,2.117796451173415
